"x","y","lst_Jun_2025","lst_mean","lst_sd","ndvi_NDVI_Jun_2025","ndvi_mean","ndvi_sd","elevation","landcover","landcover_label"
-5.40416666666667,35.8875,26.0003001978807,26.0003001978807,NA,-0.0399330094390254,-0.0399330094390254,NA,487,7,"Other"
-5.39583333333333,35.8875,26.3003013422899,26.3003013422899,NA,-0.0598942497394318,-0.0598942497394318,NA,281,7,"Other"
-5.3875,35.8875,26.4002998164109,26.4002998164109,NA,-0.0644485133031168,-0.0644485133031168,NA,234,7,"Other"
-5.37916666666667,35.8875,26.5003001978807,26.5003001978807,NA,-0.0725880481828941,-0.0725880481828941,NA,150,7,"Other"
-5.50416666666667,35.8791666666667,26.0003001978807,26.0003001978807,NA,-0.0814058776359863,-0.0814058776359863,NA,59,7,"Other"
-5.49583333333333,35.8791666666667,26.0003001978807,26.0003001978807,NA,-0.086638435772986,-0.086638435772986,NA,5,7,"Other"
-5.4875,35.8791666666667,26.0003001978807,26.0003001978807,NA,-0.0849911489520787,-0.0849911489520787,NA,22,7,"Other"
-5.47916666666667,35.8791666666667,26.1003005793504,26.1003005793504,NA,-0.0750105288018755,-0.0750105288018755,NA,125,7,"Other"
-5.47083333333333,35.8791666666667,26.1003005793504,26.1003005793504,NA,-0.0693903737658387,-0.0693903737658387,NA,183,7,"Other"
-5.4625,35.8791666666667,26.1003005793504,26.1003005793504,NA,-0.0571810714461727,-0.0571810714461727,NA,309,7,"Other"
-5.45416666666667,35.8791666666667,26.2003009608201,26.2003009608201,NA,-0.0772392109713383,-0.0772392109713383,NA,102,7,"Other"
-5.44583333333333,35.8791666666667,26.1003005793504,26.1003005793504,NA,-0.0780144047694124,-0.0780144047694124,NA,94,7,"Other"
-5.4375,35.8791666666667,26.1003005793504,26.1003005793504,NA,-0.0760764202742273,-0.0760764202742273,NA,114,7,"Other"
-5.42916666666667,35.8791666666667,26.1003005793504,26.1003005793504,NA,-0.0674523892706537,-0.0674523892706537,NA,203,7,"Other"
-5.42083333333333,35.8791666666667,26.1003005793504,26.1003005793504,NA,-0.0525299086577285,-0.0525299086577285,NA,357,7,"Other"
-5.4125,35.8791666666667,26.1003005793504,26.1003005793504,NA,-0.0482663427683213,-0.0482663427683213,NA,401,7,"Other"
-5.40416666666667,35.8791666666667,26.2003009608201,26.2003009608201,NA,-0.0450686683512659,-0.0450686683512659,NA,434,7,"Other"
-5.39583333333333,35.8791666666667,26.4002998164109,26.4002998164109,NA,-0.05233611020821,-0.05233611020821,NA,359,7,"Other"
-5.3875,35.8791666666667,26.5003001978807,26.5003001978807,NA,-0.0685182807430054,-0.0685182807430054,NA,192,7,"Other"
-5.37916666666667,35.8791666666667,26.6003005793504,26.6003005793504,NA,-0.0731694435314496,-0.0731694435314496,NA,144,7,"Other"
-5.37083333333333,35.8791666666667,26.8003013422899,26.8003013422899,NA,-0.0720066528343386,-0.0720066528343386,NA,156,7,"Other"
-5.3625,35.8791666666667,26.7003009608201,26.7003009608201,NA,-0.0757857225999495,-0.0757857225999495,NA,117,7,"Other"
-5.52083333333333,35.8708333333333,26.1003005793504,26.1003005793504,NA,-0.0875105287958193,-0.0875105287958193,NA,-4,7,"Other"
-5.5125,35.8708333333333,26.1003005793504,26.1003005793504,NA,-0.0770454125218198,-0.0770454125218198,NA,104,7,"Other"
-5.50416666666667,35.8708333333333,26.2003009608201,26.2003009608201,NA,-0.0762702187237458,-0.0762702187237458,NA,112,7,"Other"
-5.49583333333333,35.8708333333333,26.2003009608201,26.2003009608201,NA,-0.0814058776359863,-0.0814058776359863,NA,59,7,"Other"
-5.4875,35.8708333333333,26.2003009608201,26.2003009608201,NA,-0.0789833970170049,-0.0789833970170049,NA,84,7,"Other"
-5.47916666666667,35.8708333333333,26.2003009608201,26.2003009608201,NA,-0.0806306838379122,-0.0806306838379122,NA,67,7,"Other"
-5.47083333333333,35.8708333333333,26.2003009608201,26.2003009608201,NA,-0.0769485132970606,-0.0769485132970606,NA,105,7,"Other"
-5.4625,35.8708333333333,26.2003009608201,26.2003009608201,NA,-0.0732663427562089,-0.0732663427562089,NA,143,7,"Other"
-5.45416666666667,35.8708333333333,26.2003009608201,26.2003009608201,NA,-0.0675492884954129,-0.0675492884954129,NA,202,7,"Other"
-5.44583333333333,35.8708333333333,26.2003009608201,26.2003009608201,NA,-0.0577624667947282,-0.0577624667947282,NA,303,7,"Other"
-5.4375,35.8708333333333,26.2003009608201,26.2003009608201,NA,-0.0719097536095794,-0.0719097536095794,NA,157,7,"Other"
-5.42916666666667,35.8708333333333,26.2003009608201,26.2003009608201,NA,-0.0725880481828941,-0.0725880481828941,NA,150,7,"Other"
-5.42083333333333,35.8708333333333,26.2003009608201,26.2003009608201,NA,-0.0644485133031168,-0.0644485133031168,NA,234,7,"Other"
-5.4125,35.8708333333333,26.2003009608201,26.2003009608201,NA,-0.0654175055507093,-0.0654175055507093,NA,224,7,"Other"
-5.40416666666667,35.8708333333333,26.4002998164109,26.4002998164109,NA,-0.0546616916024321,-0.0546616916024321,NA,335,7,"Other"
-5.39583333333333,35.8708333333333,26.5003001978807,26.5003001978807,NA,-0.0546616916024321,-0.0546616916024321,NA,335,7,"Other"
-5.3875,35.8708333333333,26.7003009608201,26.7003009608201,NA,-0.0606694435375058,-0.0606694435375058,NA,273,7,"Other"
-5.37916666666667,35.8708333333333,26.8003013422899,26.8003013422899,NA,-0.0683244822934869,-0.0683244822934869,NA,194,7,"Other"
-5.37083333333333,35.8708333333333,26.9002998164109,26.9002998164109,NA,-0.07442913345332,-0.07442913345332,NA,131,7,"Other"
-5.3625,35.8708333333333,26.8003013422899,26.8003013422899,NA,-0.075979521049468,-0.075979521049468,NA,115,7,"Other"
-5.35416666666667,35.8708333333333,26.5003001978807,26.5003001978807,NA,-0.0815996760855048,-0.0815996760855048,NA,57,7,"Other"
-5.34583333333333,35.8708333333333,26.3003013422899,26.3003013422899,NA,-0.0861539396491897,-0.0861539396491897,NA,10,7,"Other"
-5.52916666666667,35.8625,26.2003009608201,26.2003009608201,NA,-0.0794678931408012,-0.0794678931408012,NA,79,7,"Other"
-5.52083333333333,35.8625,26.2003009608201,26.2003009608201,NA,-0.0769485132970606,-0.0769485132970606,NA,105,7,"Other"
-5.5125,35.8625,26.3003013422899,26.3003013422899,NA,-0.0743322342285607,-0.0743322342285607,NA,132,7,"Other"
-5.50416666666667,35.8625,26.4002998164109,26.4002998164109,NA,-0.0644485133031168,-0.0644485133031168,NA,234,7,"Other"
-5.49583333333333,35.8625,26.4002998164109,26.4002998164109,NA,-0.0662895985735426,-0.0662895985735426,NA,215,7,"Other"
-5.4875,35.8625,26.4002998164109,26.4002998164109,NA,-0.0723942497333756,-0.0723942497333756,NA,152,7,"Other"
-5.47916666666667,35.8625,26.3003013422899,26.3003013422899,NA,-0.0812120791864678,-0.0812120791864678,NA,61,7,"Other"
-5.47083333333333,35.8625,26.3003013422899,26.3003013422899,NA,-0.0734601412057274,-0.0734601412057274,NA,141,7,"Other"
-5.4625,35.8625,26.3003013422899,26.3003013422899,NA,-0.0711345598115053,-0.0711345598115053,NA,165,7,"Other"
-5.45416666666667,35.8625,26.3003013422899,26.3003013422899,NA,-0.0730725443066904,-0.0730725443066904,NA,145,7,"Other"
-5.44583333333333,35.8625,26.3003013422899,26.3003013422899,NA,-0.0631888233812465,-0.0631888233812465,NA,247,7,"Other"
-5.4375,35.8625,26.3003013422899,26.3003013422899,NA,-0.0661926993487833,-0.0661926993487833,NA,216,7,"Other"
-5.42916666666667,35.8625,26.3003013422899,26.3003013422899,NA,-0.0563089784233394,-0.0563089784233394,NA,318,7,"Other"
-5.42083333333333,35.8625,26.3003013422899,26.3003013422899,NA,-0.057277970670932,-0.057277970670932,NA,308,7,"Other"
-5.4125,35.8625,26.3003013422899,26.3003013422899,NA,-0.0521423117586915,-0.0521423117586915,NA,361,7,"Other"
-5.40416666666667,35.8625,26.5003001978807,26.5003001978807,NA,-0.0599911489641911,-0.0599911489641911,NA,280,7,"Other"
-5.39583333333333,35.8625,26.6003005793504,26.6003005793504,NA,-0.0686151799677647,-0.0686151799677647,NA,191,7,"Other"
-5.3875,35.8625,26.8003013422899,26.8003013422899,NA,-0.0680337846192092,-0.0680337846192092,NA,197,7,"Other"
-5.37916666666667,35.8625,26.9002998164109,26.9002998164109,NA,-0.0681306838439684,-0.0681306838439684,NA,196,7,"Other"
-5.37083333333333,35.8625,27.1003005793504,27.1003005793504,NA,-0.0729756450819311,-0.0729756450819311,NA,146,7,"Other"
-5.3625,35.8625,27.1003005793504,27.1003005793504,NA,-0.0777237070951346,-0.0777237070951346,NA,97,7,"Other"
-5.35416666666667,35.8625,27.1003005793504,27.1003005793504,NA,-0.0815996760855048,-0.0815996760855048,NA,57,7,"Other"
-5.34583333333333,35.8625,27.1003005793504,27.1003005793504,NA,-0.0876074280205785,-0.0876074280205785,NA,-5,7,"Other"
-5.5375,35.8541666666667,26.3003013422899,26.3003013422899,NA,-0.086638435772986,-0.086638435772986,NA,5,7,"Other"
-5.52916666666667,35.8541666666667,26.4002998164109,26.4002998164109,NA,-0.0777237070951346,-0.0777237070951346,NA,97,7,"Other"
-5.52083333333333,35.8541666666667,26.4002998164109,26.4002998164109,NA,-0.0685182807430054,-0.0685182807430054,NA,192,7,"Other"
-5.5125,35.8541666666667,26.4002998164109,26.4002998164109,NA,-0.0693903737658387,-0.0693903737658387,NA,183,7,"Other"
-5.50416666666667,35.8541666666667,26.5003001978807,26.5003001978807,NA,-0.06532060632595,-0.06532060632595,NA,225,7,"Other"
-5.49583333333333,35.8541666666667,26.5003001978807,26.5003001978807,NA,-0.0614446373355799,-0.0614446373355799,NA,265,7,"Other"
-5.4875,35.8541666666667,26.5003001978807,26.5003001978807,NA,-0.0743322342285607,-0.0743322342285607,NA,132,7,"Other"
-5.47916666666667,35.8541666666667,26.4002998164109,26.4002998164109,NA,-0.0806306838379122,-0.0806306838379122,NA,67,7,"Other"
-5.47083333333333,35.8541666666667,26.4002998164109,26.4002998164109,NA,-0.0710376605867461,-0.0710376605867461,NA,166,7,"Other"
-5.4625,35.8541666666667,26.4002998164109,26.4002998164109,NA,-0.0693903737658387,-0.0693903737658387,NA,183,7,"Other"
-5.45416666666667,35.8541666666667,26.4002998164109,26.4002998164109,NA,-0.0559213815243024,-0.0559213815243024,NA,322,7,"Other"
-5.44583333333333,35.8541666666667,26.4002998164109,26.4002998164109,NA,-0.0557275830747839,-0.0557275830747839,NA,324,7,"Other"
-5.4375,35.8541666666667,26.4002998164109,26.4002998164109,NA,-0.053498900905321,-0.053498900905321,NA,347,7,"Other"
-5.42916666666667,35.8541666666667,26.4002998164109,26.4002998164109,NA,-0.0502043272635064,-0.0502043272635064,NA,381,7,"Other"
-5.42083333333333,35.8541666666667,26.4002998164109,26.4002998164109,NA,-0.0600880481889503,-0.0600880481889503,NA,279,7,"Other"
-5.4125,35.8541666666667,26.4002998164109,26.4002998164109,NA,-0.0579562652442467,-0.0579562652442467,NA,301,7,"Other"
-5.40416666666667,35.8541666666667,26.6003005793504,26.6003005793504,NA,-0.0628981257069687,-0.0628981257069687,NA,250,7,"Other"
-5.39583333333333,35.8541666666667,26.7003009608201,26.7003009608201,NA,-0.064157815628839,-0.064157815628839,NA,237,7,"Other"
-5.3875,35.8541666666667,26.8003013422899,26.8003013422899,NA,-0.0749136295771162,-0.0749136295771162,NA,126,7,"Other"
-5.37916666666667,35.8541666666667,27.0003001978807,27.0003001978807,NA,-0.0774330094208568,-0.0774330094208568,NA,100,7,"Other"
-5.37083333333333,35.8541666666667,27.1003005793504,27.1003005793504,NA,-0.0771423117465791,-0.0771423117465791,NA,103,7,"Other"
-5.3625,35.8541666666667,27.1003005793504,27.1003005793504,NA,-0.0797585908150789,-0.0797585908150789,NA,76,7,"Other"
-5.35416666666667,35.8541666666667,27.1003005793504,27.1003005793504,NA,-0.0841190559292454,-0.0841190559292454,NA,31,7,"Other"
-5.5625,35.8458333333333,26.4002998164109,26.4002998164109,NA,-0.0868322342225045,-0.0868322342225045,NA,3,7,"Other"
-5.54583333333333,35.8458333333333,26.5003001978807,26.5003001978807,NA,-0.0821810714340603,-0.0821810714340603,NA,51,7,"Other"
-5.5375,35.8458333333333,26.5003001978807,26.5003001978807,NA,-0.0792740946912827,-0.0792740946912827,NA,81,7,"Other"
-5.52916666666667,35.8458333333333,26.5003001978807,26.5003001978807,NA,-0.0814058776359863,-0.0814058776359863,NA,59,7,"Other"
-5.52083333333333,35.8458333333333,26.6003005793504,26.6003005793504,NA,-0.0715221567105423,-0.0715221567105423,NA,161,7,"Other"
-5.5125,35.8458333333333,26.6003005793504,26.6003005793504,NA,-0.0596035520651541,-0.0596035520651541,NA,284,7,"Other"
-5.50416666666667,35.8458333333333,26.6003005793504,26.6003005793504,NA,-0.058440761368043,-0.058440761368043,NA,296,7,"Other"
-5.49583333333333,35.8458333333333,26.6003005793504,26.6003005793504,NA,-0.0674523892706537,-0.0674523892706537,NA,203,7,"Other"
-5.4875,35.8458333333333,26.6003005793504,26.6003005793504,NA,-0.0775299086456161,-0.0775299086456161,NA,99,7,"Other"
-5.47916666666667,35.8458333333333,26.5003001978807,26.5003001978807,NA,-0.068712079192524,-0.068712079192524,NA,190,7,"Other"
-5.47083333333333,35.8458333333333,26.5003001978807,26.5003001978807,NA,-0.0600880481889503,-0.0600880481889503,NA,279,7,"Other"
-5.4625,35.8458333333333,26.5003001978807,26.5003001978807,NA,-0.0655144047754686,-0.0655144047754686,NA,223,7,"Other"
-5.45416666666667,35.8458333333333,26.5003001978807,26.5003001978807,NA,-0.0643516140783575,-0.0643516140783575,NA,235,7,"Other"
-5.44583333333333,35.8458333333333,26.5003001978807,26.5003001978807,NA,-0.0545647923776728,-0.0545647923776728,NA,336,7,"Other"
-5.4375,35.8458333333333,26.5003001978807,26.5003001978807,NA,-0.0571810714461727,-0.0571810714461727,NA,309,7,"Other"
-5.42916666666667,35.8458333333333,26.5003001978807,26.5003001978807,NA,-0.0547585908271913,-0.0547585908271913,NA,334,7,"Other"
-5.42083333333333,35.8458333333333,26.5003001978807,26.5003001978807,NA,-0.0591190559413578,-0.0591190559413578,NA,289,7,"Other"
-5.4125,35.8458333333333,26.6003005793504,26.6003005793504,NA,-0.0684213815182462,-0.0684213815182462,NA,193,7,"Other"
-5.40416666666667,35.8458333333333,26.7003009608201,26.7003009608201,NA,-0.0769485132970606,-0.0769485132970606,NA,105,7,"Other"
-5.39583333333333,35.8458333333333,26.8003013422899,26.8003013422899,NA,-0.0800492884893567,-0.0800492884893567,NA,73,7,"Other"
-5.3875,35.8458333333333,26.9002998164109,26.9002998164109,NA,-0.0800492884893567,-0.0800492884893567,NA,73,7,"Other"
-5.37916666666667,35.8458333333333,27.0003001978807,27.0003001978807,NA,-0.0822779706588195,-0.0822779706588195,NA,50,7,"Other"
-5.37083333333333,35.8458333333333,27.1003005793504,27.1003005793504,NA,-0.0849911489520787,-0.0849911489520787,NA,22,7,"Other"
-5.3625,35.8458333333333,27.2003009608201,27.2003009608201,NA,-0.0864446373234675,-0.0864446373234675,NA,7,7,"Other"
-5.35416666666667,35.8458333333333,27.2003009608201,27.2003009608201,NA,-0.0869291334472638,-0.0869291334472638,NA,2,7,"Other"
-5.6875,35.8375,26.3003013422899,26.3003013422899,NA,-0.0871229318967823,-0.0871229318967823,NA,0,7,"Other"
-5.57916666666667,35.8375,26.6003005793504,26.6003005793504,NA,-0.0855725443006342,-0.0855725443006342,NA,16,7,"Other"
-5.57083333333333,35.8375,26.7003009608201,26.7003009608201,NA,-0.0844097536035231,-0.0844097536035231,NA,28,7,"Other"
-5.5625,35.8375,26.7003009608201,26.7003009608201,NA,-0.0869291334472638,-0.0869291334472638,NA,2,7,"Other"
-5.55416666666667,35.8375,26.7003009608201,26.7003009608201,NA,-0.0865415365482267,-0.0865415365482267,NA,6,7,"Other"
-5.54583333333333,35.8375,26.8003013422899,26.8003013422899,NA,-0.0754950249256718,-0.0754950249256718,NA,120,7,"Other"
-5.5375,35.8375,26.8003013422899,26.8003013422899,NA,-0.0718128543848201,-0.0718128543848201,NA,158,7,"Other"
-5.52916666666667,35.8375,26.7003009608201,26.7003009608201,NA,-0.0789833970170049,-0.0789833970170049,NA,84,7,"Other"
-5.52083333333333,35.8375,26.7003009608201,26.7003009608201,NA,-0.0749136295771162,-0.0749136295771162,NA,126,7,"Other"
-5.5125,35.8375,26.7003009608201,26.7003009608201,NA,-0.0608632419870244,-0.0608632419870244,NA,271,7,"Other"
-5.50416666666667,35.8375,26.7003009608201,26.7003009608201,NA,-0.053498900905321,-0.053498900905321,NA,347,7,"Other"
-5.49583333333333,35.8375,26.7003009608201,26.7003009608201,NA,-0.0659020016745056,-0.0659020016745056,NA,219,7,"Other"
-5.4875,35.8375,26.7003009608201,26.7003009608201,NA,-0.0714252574857831,-0.0714252574857831,NA,162,7,"Other"
-5.47916666666667,35.8375,26.6003005793504,26.6003005793504,NA,-0.0570841722214134,-0.0570841722214134,NA,310,7,"Other"
-5.47083333333333,35.8375,26.5003001978807,26.5003001978807,NA,-0.0520454125339322,-0.0520454125339322,NA,362,7,"Other"
-5.4625,35.8375,26.6003005793504,26.6003005793504,NA,-0.0613477381108206,-0.0613477381108206,NA,266,7,"Other"
-5.45416666666667,35.8375,26.6003005793504,26.6003005793504,NA,-0.0605725443127466,-0.0605725443127466,NA,274,7,"Other"
-5.44583333333333,35.8375,26.5003001978807,26.5003001978807,NA,-0.0525299086577285,-0.0525299086577285,NA,357,7,"Other"
-5.4375,35.8375,26.6003005793504,26.6003005793504,NA,-0.0604756450879873,-0.0604756450879873,NA,275,7,"Other"
-5.42916666666667,35.8375,26.6003005793504,26.6003005793504,NA,-0.064157815628839,-0.064157815628839,NA,237,7,"Other"
-5.42083333333333,35.8375,26.7003009608201,26.7003009608201,NA,-0.0703593660134313,-0.0703593660134313,NA,173,7,"Other"
-5.4125,35.8375,26.7003009608201,26.7003009608201,NA,-0.0693903737658387,-0.0693903737658387,NA,183,7,"Other"
-5.40416666666667,35.8375,26.8003013422899,26.8003013422899,NA,-0.070262466788672,-0.070262466788672,NA,174,7,"Other"
-5.39583333333333,35.8375,26.9002998164109,26.9002998164109,NA,-0.0796616915903197,-0.0796616915903197,NA,77,7,"Other"
-5.3875,35.8375,27.0003001978807,27.0003001978807,NA,-0.0745260326780792,-0.0745260326780792,NA,130,7,"Other"
-5.37916666666667,35.8375,27.1003005793504,27.1003005793504,NA,-0.0753981257009125,-0.0753981257009125,NA,121,7,"Other"
-5.37083333333333,35.8375,27.2003009608201,27.2003009608201,NA,-0.0797585908150789,-0.0797585908150789,NA,76,7,"Other"
-5.3625,35.8375,27.3003013422899,27.3003013422899,NA,-0.0837314590302084,-0.0837314590302084,NA,35,7,"Other"
-5.35416666666667,35.8375,27.2003009608201,27.2003009608201,NA,-0.0839252574797269,-0.0839252574797269,NA,33,7,"Other"
-5.72083333333333,35.8291666666667,26.0003001978807,26.0003001978807,NA,-0.0871229318967824,-0.0871229318967824,NA,-1.36424205265939e-12,7,"Other"
-5.7125,35.8291666666667,26.2003009608201,26.2003009608201,NA,-0.0877043272453378,-0.0877043272453378,NA,-6,7,"Other"
-5.70416666666667,35.8291666666667,26.3003013422899,26.3003013422899,NA,-0.086250838873949,-0.086250838873949,NA,9,7,"Other"
-5.69583333333333,35.8291666666667,26.5003001978807,26.5003001978807,NA,-0.0860570404244305,-0.0860570404244305,NA,11,7,"Other"
-5.6875,35.8291666666667,26.6003005793504,26.6003005793504,NA,-0.0794678931408012,-0.0794678931408012,NA,79,7,"Other"
-5.67916666666667,35.8291666666667,26.7003009608201,26.7003009608201,NA,-0.0784020016684494,-0.0784020016684494,NA,90,7,"Other"
-5.67083333333333,35.8291666666667,26.8003013422899,26.8003013422899,NA,-0.0831500636816528,-0.0831500636816528,NA,41,7,"Other"
-5.6625,35.8291666666667,26.8003013422899,26.8003013422899,NA,-0.0875105287958193,-0.0875105287958193,NA,-4,7,"Other"
-5.6375,35.8291666666667,26.9002998164109,26.9002998164109,NA,-0.0811151799617085,-0.0811151799617085,NA,62,7,"Other"
-5.62916666666667,35.8291666666667,26.9002998164109,26.9002998164109,NA,-0.0808244822874307,-0.0808244822874307,NA,65,7,"Other"
-5.62083333333333,35.8291666666667,26.9002998164109,26.9002998164109,NA,-0.0817934745350233,-0.0817934745350233,NA,55,7,"Other"
-5.6125,35.8291666666667,26.9002998164109,26.9002998164109,NA,-0.0839252574797269,-0.0839252574797269,NA,33,7,"Other"
-5.60416666666667,35.8291666666667,26.9002998164109,26.9002998164109,NA,-0.0871229318967816,-0.0871229318967816,NA,7.27595761418343e-12,7,"Other"
-5.59583333333333,35.8291666666667,26.9002998164109,26.9002998164109,NA,-0.0840221567044861,-0.0840221567044861,NA,32,7,"Other"
-5.5875,35.8291666666667,26.9002998164109,26.9002998164109,NA,-0.0853787458511157,-0.0853787458511157,NA,18,7,"Other"
-5.57916666666667,35.8291666666667,27.0003001978807,27.0003001978807,NA,-0.081696575310264,-0.081696575310264,NA,56,7,"Other"
-5.57083333333333,35.8291666666667,27.0003001978807,27.0003001978807,NA,-0.0815027768607455,-0.0815027768607455,NA,58,7,"Other"
-5.5625,35.8291666666667,27.0003001978807,27.0003001978807,NA,-0.0863477380987082,-0.0863477380987082,NA,8,7,"Other"
-5.55416666666667,35.8291666666667,27.0003001978807,27.0003001978807,NA,-0.082084172209301,-0.082084172209301,NA,52,7,"Other"
-5.54583333333333,35.8291666666667,27.0003001978807,27.0003001978807,NA,-0.0753012264761532,-0.0753012264761532,NA,122,7,"Other"
-5.5375,35.8291666666667,27.0003001978807,27.0003001978807,NA,-0.0787895985674864,-0.0787895985674864,NA,86,7,"Other"
-5.52916666666667,35.8291666666667,26.9002998164109,26.9002998164109,NA,-0.070262466788672,-0.070262466788672,NA,174,7,"Other"
-5.52083333333333,35.8291666666667,26.9002998164109,26.9002998164109,NA,-0.0697779706648757,-0.0697779706648757,NA,179,7,"Other"
-5.5125,35.8291666666667,26.9002998164109,26.9002998164109,NA,-0.075979521049468,-0.075979521049468,NA,115,7,"Other"
-5.50416666666667,35.8291666666667,26.8003013422899,26.8003013422899,NA,-0.0546616916024321,-0.0546616916024321,NA,335,7,"Other"
-5.49583333333333,35.8291666666667,26.8003013422899,26.8003013422899,NA,-0.062995024931728,-0.062995024931728,NA,249,7,"Other"
-5.4875,35.8291666666667,26.8003013422899,26.8003013422899,NA,-0.0620260326841354,-0.0620260326841354,NA,259,7,"Other"
-5.47916666666667,35.8291666666667,26.6003005793504,26.6003005793504,NA,-0.051948513309173,-0.051948513309173,NA,363,7,"Other"
